time_us,output_co_abs2,output_counter_abs2
2.6065162907268173,2.661661824425261e+23,2.661661824425261e+23
2.619047619047619,2.3245760264762377e+23,2.3245760264762377e+23
2.6315789473684212,2.0242228248577755e+23,2.0242228248577755e+23
2.6441102756892234,1.757464218338632e+23,1.757464218338632e+23
2.656641604010025,1.5213074253147745e+23,1.5213074253147745e+23
2.6691729323308273,1.3129165493740774e+23,1.3129165493740774e+23
2.6817042606516295,1.1296207364637724e+23,1.1296207364637724e+23
2.694235588972431,9.689191607522692e+22,9.689191607522692e+22
2.7067669172932334,8.284831877057511e+22,8.284831877057511e+22
2.719298245614035,7.061560657612759e+22,7.061560657612759e+22
2.7318295739348377,5.999504933627313e+22,5.999504933627313e+22
2.7443609022556394,5.080443971648296e+22,5.080443971648296e+22
2.756892230576441,4.287752410373935e+22,4.287752410373935e+22
2.7694235588972433,3.6063316522230964e+22,3.6063316522230964e+22
2.7819548872180455,3.0225323165914946e+22,3.0225323165914946e+22
2.7944862155388472,2.524070260764846e+22,2.524070260764846e+22
2.8070175438596494,2.0999384082658965e+22,2.0999384082658965e+22
2.8195488721804516,1.7403163540147373e+22,1.7403163540147373e+22
2.8320802005012533,1.4364794477954346e+22,1.4364794477954346e+22
2.8446115288220555,1.1807087977618542e+22,1.1807087977618542e+22
2.857142857142857,9.66203388614496e+21,9.66203388614496e+21
2.8696741854636594,7.869952781315695e+21,7.869952781315695e+21
2.8822055137844615,6.378686234745613e+21,6.378686234745613e+21
2.8947368421052633,5.142830967620271e+21,5.142830967620271e+21
2.9072681704260654,4.123020786920863e+21,4.123020786920863e+21
2.9197994987468676,3.285258696966419e+21,3.285258696966419e+21
2.9323308270676693,2.6003002986987814e+21,2.6003002986987814e+21
2.9448621553884715,2.0430885091285632e+21,2.0430885091285632e+21
2.9573934837092737,1.5922387440356803e+21,1.5922387440356803e+21
2.9699248120300754,1.2295729940415992e+21,1.2295729940415992e+21
2.9824561403508776,9.397006714570096e+20,9.397006714570096e+20
2.9949874686716793,7.096436957624761e+20,7.096436957624761e+20
3.0075187969924815,5.2850300174348635e+20,5.2850300174348635e+20
3.0200501253132837,3.871634788949272e+20,3.871634788949272e+20
3.0325814536340854,2.7803426705665566e+20,2.7803426705665566e+20
3.045112781954887,1.9482132560613746e+20,1.9482132560613746e+20
3.0576441102756897,1.3232924735979982e+20,1.3232924735979982e+20
3.0701754385964914,8.628939040854319e+19,8.628939040854319e+19
3.0827067669172936,5.321153965191657e+19,5.321153965191657e+19
3.095238095238096,3.0256474480567624e+19,3.0256474480567624e+19
3.1077694235588975,1.512700101227613e+19,1.512700101227613e+19
3.1203007518796997,5.97519902670972e+18,5.97519902670972e+18
3.1328320802005014,1.3238290843064957e+18,1.3238290843064957e+18
3.1453634085213036,39269809804078.0,39269809804078.0
3.1578947368421058,1.0796996651076282e+18,1.0796996651076282e+18
3.1704260651629075,6.031573150650038e+17,6.031573150650038e+17
3.182957393483709,1.9921096357078275e+17,1.9921096357078275e+17
3.195488721804512,2.324884238540531e+18,2.324884238540531e+18
3.2080200501253135,1.0111286812887145e+18,1.0111286812887145e+18
3.2205513784461153,1.4995879016581386e+16,1.4995879016581386e+16
3.233082706766918,7.720342750628557e+17,7.720342750628557e+17
3.2456140350877196,3.466353459485784e+17,3.466353459485784e+17
3.2581453634085213,6240692163923869.0,6240692163923869.0
3.2706766917293235,8.65902660244747e+17,8.65902660244747e+17
3.2832080200501257,2.4156068764443643e+18,2.4156068764443643e+18
3.295739348370928,8.291379865764462e+16,8.291379865764462e+16
3.3082706766917296,2.8853549283758092e+16,2.8853549283758092e+16
3.3208020050125313,2.1171512246147543e+18,2.1171512246147543e+18
3.333333333333334,9.86275098274533e+17,9.86275098274533e+17
3.3458646616541357,1.5364614116785454e+18,1.5364614116785454e+18
3.3583959899749374,8.107184161574506e+18,8.107184161574506e+18
3.37092731829574,6.528887692280558e+18,6.528887692280558e+18
3.3834586466165417,1.2692917437923222e+19,1.2692917437923222e+19
3.3959899749373434,4.14270076837784e+18,4.14270076837784e+18
3.4085213032581456,1.2577081514167414e+18,1.2577081514167414e+18
3.421052631578948,6.499169697935623e+18,6.499169697935623e+18
3.4335839598997495,1.418537785197362e+18,1.418537785197362e+18
3.4461152882205517,1.572121176065711e+18,1.572121176065711e+18
3.4586466165413534,3.3592877172251223e+18,3.3592877172251223e+18
3.471177944862156,1.8124796409992154e+18,1.8124796409992154e+18
3.4837092731829578,8.508061457739945e+17,8.508061457739945e+17
3.4962406015037595,1.0061233790865787e+19,1.0061233790865787e+19
3.508771929824562,8.821968090421425e+18,8.821968090421425e+18
3.521303258145364,1.017631754486272e+18,1.017631754486272e+18
3.5338345864661656,7.914446299722963e+18,7.914446299722963e+18
3.5463659147869677,8.243916356826222e+17,8.243916356826222e+17
3.55889724310777,1.0282061127886733e+19,1.0282061127886733e+19
3.5714285714285716,1.1371222078261764e+18,1.1371222078261764e+18
3.583959899749374,1.0230449857414811e+18,1.0230449857414811e+18
3.5964912280701755,1.2202257754255892e+18,1.2202257754255892e+18
3.6090225563909777,6.125461878676845e+18,6.125461878676845e+18
3.62155388471178,1.7844172653434506e+18,1.7844172653434506e+18
3.6340852130325816,6.998672608442241e+18,6.998672608442241e+18
3.6466165413533838,1.0561998591650802e+19,1.0561998591650802e+19
3.659147869674186,5.279605288396278e+16,5.279605288396278e+16
3.6716791979949877,4.656179935874442e+18,4.656179935874442e+18
3.68421052631579,1.2297855577910287e+18,1.2297855577910287e+18
3.696741854636592,2.550450926437681e+17,2.550450926437681e+17
3.7092731829573937,1.8852212245604488e+18,1.8852212245604488e+18
3.721804511278196,1.928751437598015e+16,1.928751437598015e+16
